filepath,relpath,dataset,split
data\processed\augmented\02__walking_down_street_outside_angry\frame_0020_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0020_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0027_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0027_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0029_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0029_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0012_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0012_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0028_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0028_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0022_face_0_aug_1.jpg,02__walking_down_street_outside_angry\frame_0022_face_0_aug_1.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0016_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0016_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0016_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0016_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0018_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0018_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0023_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0023_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0011_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0011_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0014_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0014_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0019_face_0_aug_1.jpg,02__walking_down_street_outside_angry\frame_0019_face_0_aug_1.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0021_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0021_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0028_face_0_aug_1.jpg,02__walking_down_street_outside_angry\frame_0028_face_0_aug_1.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0014_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0014_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0012_face_0_aug_1.jpg,02__walking_down_street_outside_angry\frame_0012_face_0_aug_1.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0015_face_0_aug_1.jpg,02__walking_down_street_outside_angry\frame_0015_face_0_aug_1.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0019_face_0_aug_2.jpg,02__walking_down_street_outside_angry\frame_0019_face_0_aug_2.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0026_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0026_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\02__walking_down_street_outside_angry\frame_0022_face_0_aug_0.jpg,02__walking_down_street_outside_angry\frame_0022_face_0_aug_0.jpg,02__walking_down_street_outside_angry,train
data\processed\augmented\03__exit_phone_room\frame_0024_face_0_aug_2.jpg,03__exit_phone_room\frame_0024_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0010_face_0_aug_2.jpg,03__exit_phone_room\frame_0010_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0023_face_0_aug_0.jpg,03__exit_phone_room\frame_0023_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0017_face_0_aug_1.jpg,03__exit_phone_room\frame_0017_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0017_face_0_aug_0.jpg,03__exit_phone_room\frame_0017_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0013_face_0_aug_2.jpg,03__exit_phone_room\frame_0013_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0012_face_0_aug_0.jpg,03__exit_phone_room\frame_0012_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0005_face_0_aug_2.jpg,03__exit_phone_room\frame_0005_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0020_face_0_aug_1.jpg,03__exit_phone_room\frame_0020_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0014_face_0_aug_0.jpg,03__exit_phone_room\frame_0014_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0002_face_0_aug_1.jpg,03__exit_phone_room\frame_0002_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0019_face_0_aug_1.jpg,03__exit_phone_room\frame_0019_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0008_face_0_aug_2.jpg,03__exit_phone_room\frame_0008_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0015_face_0_aug_1.jpg,03__exit_phone_room\frame_0015_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0007_face_0_aug_1.jpg,03__exit_phone_room\frame_0007_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0004_face_0_aug_2.jpg,03__exit_phone_room\frame_0004_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0007_face_0_aug_2.jpg,03__exit_phone_room\frame_0007_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0018_face_0_aug_2.jpg,03__exit_phone_room\frame_0018_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0018_face_0_aug_1.jpg,03__exit_phone_room\frame_0018_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0007_face_0_aug_0.jpg,03__exit_phone_room\frame_0007_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0022_face_0_aug_0.jpg,03__exit_phone_room\frame_0022_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0022_face_0_aug_2.jpg,03__exit_phone_room\frame_0022_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0016_face_0_aug_0.jpg,03__exit_phone_room\frame_0016_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0024_face_0_aug_1.jpg,03__exit_phone_room\frame_0024_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0006_face_0_aug_2.jpg,03__exit_phone_room\frame_0006_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0023_face_0_aug_2.jpg,03__exit_phone_room\frame_0023_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0004_face_0_aug_0.jpg,03__exit_phone_room\frame_0004_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0009_face_0_aug_2.jpg,03__exit_phone_room\frame_0009_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0021_face_0_aug_2.jpg,03__exit_phone_room\frame_0021_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0010_face_0_aug_1.jpg,03__exit_phone_room\frame_0010_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0003_face_0_aug_2.jpg,03__exit_phone_room\frame_0003_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0014_face_0_aug_1.jpg,03__exit_phone_room\frame_0014_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0021_face_0_aug_1.jpg,03__exit_phone_room\frame_0021_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0015_face_0_aug_2.jpg,03__exit_phone_room\frame_0015_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0006_face_0_aug_1.jpg,03__exit_phone_room\frame_0006_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0016_face_0_aug_1.jpg,03__exit_phone_room\frame_0016_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0013_face_0_aug_1.jpg,03__exit_phone_room\frame_0013_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0014_face_0_aug_2.jpg,03__exit_phone_room\frame_0014_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0008_face_0_aug_1.jpg,03__exit_phone_room\frame_0008_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0019_face_0_aug_0.jpg,03__exit_phone_room\frame_0019_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0015_face_0_aug_0.jpg,03__exit_phone_room\frame_0015_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0020_face_0_aug_2.jpg,03__exit_phone_room\frame_0020_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0012_face_0_aug_2.jpg,03__exit_phone_room\frame_0012_face_0_aug_2.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0022_face_0_aug_1.jpg,03__exit_phone_room\frame_0022_face_0_aug_1.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0020_face_0_aug_0.jpg,03__exit_phone_room\frame_0020_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0009_face_0_aug_0.jpg,03__exit_phone_room\frame_0009_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__exit_phone_room\frame_0010_face_0_aug_0.jpg,03__exit_phone_room\frame_0010_face_0_aug_0.jpg,03__exit_phone_room,train
data\processed\augmented\03__hugging_happy\frame_0019_face_0_aug_2.jpg,03__hugging_happy\frame_0019_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0001_face_0_aug_0.jpg,03__hugging_happy\frame_0001_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0010_face_0_aug_0.jpg,03__hugging_happy\frame_0010_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0020_face_0_aug_2.jpg,03__hugging_happy\frame_0020_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0005_face_0_aug_2.jpg,03__hugging_happy\frame_0005_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0015_face_0_aug_0.jpg,03__hugging_happy\frame_0015_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0017_face_0_aug_2.jpg,03__hugging_happy\frame_0017_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0012_face_0_aug_0.jpg,03__hugging_happy\frame_0012_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0021_face_0_aug_1.jpg,03__hugging_happy\frame_0021_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0003_face_0_aug_0.jpg,03__hugging_happy\frame_0003_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0017_face_0_aug_1.jpg,03__hugging_happy\frame_0017_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0026_face_0_aug_1.jpg,03__hugging_happy\frame_0026_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0004_face_0_aug_1.jpg,03__hugging_happy\frame_0004_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0023_face_0_aug_0.jpg,03__hugging_happy\frame_0023_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0009_face_0_aug_2.jpg,03__hugging_happy\frame_0009_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0014_face_0_aug_1.jpg,03__hugging_happy\frame_0014_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0020_face_0_aug_0.jpg,03__hugging_happy\frame_0020_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0005_face_0_aug_0.jpg,03__hugging_happy\frame_0005_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0017_face_0_aug_0.jpg,03__hugging_happy\frame_0017_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0014_face_0_aug_0.jpg,03__hugging_happy\frame_0014_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0000_face_0_aug_1.jpg,03__hugging_happy\frame_0000_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0026_face_0_aug_0.jpg,03__hugging_happy\frame_0026_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0029_face_0_aug_2.jpg,03__hugging_happy\frame_0029_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0022_face_0_aug_1.jpg,03__hugging_happy\frame_0022_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0019_face_0_aug_0.jpg,03__hugging_happy\frame_0019_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0009_face_0_aug_1.jpg,03__hugging_happy\frame_0009_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0022_face_0_aug_2.jpg,03__hugging_happy\frame_0022_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0002_face_0_aug_0.jpg,03__hugging_happy\frame_0002_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0025_face_0_aug_1.jpg,03__hugging_happy\frame_0025_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0012_face_0_aug_1.jpg,03__hugging_happy\frame_0012_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0024_face_0_aug_1.jpg,03__hugging_happy\frame_0024_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0002_face_0_aug_2.jpg,03__hugging_happy\frame_0002_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0024_face_0_aug_2.jpg,03__hugging_happy\frame_0024_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0010_face_0_aug_2.jpg,03__hugging_happy\frame_0010_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0015_face_0_aug_1.jpg,03__hugging_happy\frame_0015_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0004_face_0_aug_2.jpg,03__hugging_happy\frame_0004_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0025_face_0_aug_0.jpg,03__hugging_happy\frame_0025_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0006_face_0_aug_1.jpg,03__hugging_happy\frame_0006_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0026_face_0_aug_2.jpg,03__hugging_happy\frame_0026_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0009_face_0_aug_0.jpg,03__hugging_happy\frame_0009_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0029_face_0_aug_1.jpg,03__hugging_happy\frame_0029_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0002_face_0_aug_1.jpg,03__hugging_happy\frame_0002_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0018_face_0_aug_0.jpg,03__hugging_happy\frame_0018_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0027_face_0_aug_2.jpg,03__hugging_happy\frame_0027_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0028_face_0_aug_1.jpg,03__hugging_happy\frame_0028_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0003_face_0_aug_2.jpg,03__hugging_happy\frame_0003_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0008_face_0_aug_0.jpg,03__hugging_happy\frame_0008_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0023_face_0_aug_2.jpg,03__hugging_happy\frame_0023_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0021_face_0_aug_0.jpg,03__hugging_happy\frame_0021_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0000_face_0_aug_2.jpg,03__hugging_happy\frame_0000_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0029_face_0_aug_0.jpg,03__hugging_happy\frame_0029_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0008_face_0_aug_1.jpg,03__hugging_happy\frame_0008_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0001_face_0_aug_1.jpg,03__hugging_happy\frame_0001_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0019_face_0_aug_1.jpg,03__hugging_happy\frame_0019_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0005_face_0_aug_1.jpg,03__hugging_happy\frame_0005_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0006_face_0_aug_0.jpg,03__hugging_happy\frame_0006_face_0_aug_0.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0011_face_0_aug_1.jpg,03__hugging_happy\frame_0011_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0015_face_0_aug_2.jpg,03__hugging_happy\frame_0015_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0025_face_0_aug_2.jpg,03__hugging_happy\frame_0025_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0006_face_0_aug_2.jpg,03__hugging_happy\frame_0006_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0010_face_0_aug_1.jpg,03__hugging_happy\frame_0010_face_0_aug_1.jpg,03__hugging_happy,train
data\processed\augmented\03__hugging_happy\frame_0013_face_0_aug_2.jpg,03__hugging_happy\frame_0013_face_0_aug_2.jpg,03__hugging_happy,train
data\processed\augmented\03__meeting_serious\frame_0019_face_0_aug_2.jpg,03__meeting_serious\frame_0019_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0001_face_0_aug_0.jpg,03__meeting_serious\frame_0001_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0010_face_0_aug_0.jpg,03__meeting_serious\frame_0010_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0020_face_0_aug_2.jpg,03__meeting_serious\frame_0020_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0005_face_0_aug_2.jpg,03__meeting_serious\frame_0005_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0015_face_0_aug_0.jpg,03__meeting_serious\frame_0015_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0017_face_0_aug_2.jpg,03__meeting_serious\frame_0017_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0012_face_0_aug_0.jpg,03__meeting_serious\frame_0012_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0021_face_0_aug_1.jpg,03__meeting_serious\frame_0021_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0003_face_0_aug_0.jpg,03__meeting_serious\frame_0003_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0017_face_0_aug_1.jpg,03__meeting_serious\frame_0017_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0026_face_0_aug_1.jpg,03__meeting_serious\frame_0026_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0004_face_0_aug_1.jpg,03__meeting_serious\frame_0004_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0023_face_0_aug_0.jpg,03__meeting_serious\frame_0023_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0009_face_0_aug_2.jpg,03__meeting_serious\frame_0009_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0014_face_0_aug_1.jpg,03__meeting_serious\frame_0014_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0020_face_0_aug_0.jpg,03__meeting_serious\frame_0020_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0005_face_0_aug_0.jpg,03__meeting_serious\frame_0005_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0017_face_0_aug_0.jpg,03__meeting_serious\frame_0017_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0014_face_0_aug_0.jpg,03__meeting_serious\frame_0014_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0000_face_0_aug_1.jpg,03__meeting_serious\frame_0000_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0026_face_0_aug_0.jpg,03__meeting_serious\frame_0026_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0029_face_0_aug_2.jpg,03__meeting_serious\frame_0029_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0022_face_0_aug_1.jpg,03__meeting_serious\frame_0022_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0019_face_0_aug_0.jpg,03__meeting_serious\frame_0019_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0009_face_0_aug_1.jpg,03__meeting_serious\frame_0009_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0022_face_0_aug_2.jpg,03__meeting_serious\frame_0022_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0002_face_0_aug_0.jpg,03__meeting_serious\frame_0002_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0025_face_0_aug_1.jpg,03__meeting_serious\frame_0025_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0012_face_0_aug_1.jpg,03__meeting_serious\frame_0012_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0024_face_0_aug_1.jpg,03__meeting_serious\frame_0024_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0002_face_0_aug_2.jpg,03__meeting_serious\frame_0002_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0024_face_0_aug_2.jpg,03__meeting_serious\frame_0024_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0010_face_0_aug_2.jpg,03__meeting_serious\frame_0010_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0015_face_0_aug_1.jpg,03__meeting_serious\frame_0015_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0004_face_0_aug_2.jpg,03__meeting_serious\frame_0004_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0025_face_0_aug_0.jpg,03__meeting_serious\frame_0025_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0006_face_0_aug_1.jpg,03__meeting_serious\frame_0006_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0026_face_0_aug_2.jpg,03__meeting_serious\frame_0026_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0009_face_0_aug_0.jpg,03__meeting_serious\frame_0009_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0029_face_0_aug_1.jpg,03__meeting_serious\frame_0029_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0002_face_0_aug_1.jpg,03__meeting_serious\frame_0002_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0018_face_0_aug_0.jpg,03__meeting_serious\frame_0018_face_0_aug_0.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0027_face_0_aug_2.jpg,03__meeting_serious\frame_0027_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0028_face_0_aug_1.jpg,03__meeting_serious\frame_0028_face_0_aug_1.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0003_face_0_aug_2.jpg,03__meeting_serious\frame_0003_face_0_aug_2.jpg,03__meeting_serious,train
data\processed\augmented\03__meeting_serious\frame_0008_face_0_aug_0.jpg,03__meeting_serious\frame_0008_face_0_aug_0.jpg,03__meeting_serious,train
